State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Total_calls,Total_charges,Intl_call_ratio,Day_call_ratio,Night_call_ratio,Evening_call_ratio,Avg_charge_per_call,Day_charge_per_min,Eve_charge_per_min,Night_charge_per_min,Intl_charge_per_min,Day_call_efficiency,Eve_call_efficiency,Night_call_efficiency,Intl_call_efficiency,Total_minutes,Charge_per_min,Monthly_Revenue,Customer_Lifetime_Months,CLV,Revenue_per_call,Revenue_per_minute
MI,50,415,No,Yes,35,192.6,97,32.74,135.2,101,11.49,216.2,101,9.73,7.9,2,2.13,2,False,301,56.09000000000001,0.006644518272425249,0.3222591362126246,0.33554817275747506,0.33554817275747506,0.18634551495016616,0.1699896157840083,0.08498520710059172,0.04500462534690102,0.26962025316455696,1.9855670103092784,1.3386138613861385,2.1405940594059403,3.95,551.9,0.10163073020474726,33.654,1.6666666666666667,56.09000000000001,0.18634551495016616,0.10163073020474726
MS,116,415,No,No,0,217.3,91,36.94,216.1,95,18.37,148.1,76,6.66,11.3,3,3.05,2,False,265,65.02,0.011320754716981131,0.3433962264150943,0.28679245283018867,0.3584905660377358,0.24535849056603773,0.1699953980671882,0.08500694123091163,0.0449696151249156,0.26991150442477874,2.387912087912088,2.274736842105263,1.9486842105263158,3.766666666666667,592.8,0.10968286099865047,16.815517241379307,3.8666666666666667,65.02,0.24535849056603773,0.10968286099865047
OK,52,510,No,Yes,38,169.3,88,28.78,225.9,97,19.2,172.0,86,7.74,8.2,3,2.21,0,False,274,57.93000000000001,0.010948905109489052,0.32116788321167883,0.31386861313868614,0.354014598540146,0.2114233576642336,0.16999409332545776,0.0849933598937583,0.045,0.26951219512195124,1.9238636363636366,2.3288659793814435,2.0,2.733333333333333,575.4000000000001,0.10067778936392074,33.42115384615385,1.7333333333333334,57.93000000000001,0.2114233576642336,0.10067778936392074
ND,12,510,Yes,No,0,216.7,117,36.84,116.5,126,9.9,220.0,110,9.9,9.8,4,2.65,2,False,357,59.29,0.011204481792717087,0.3277310924369748,0.3081232492997199,0.35294117647058826,0.16607843137254902,0.17000461467466546,0.0849785407725322,0.045,0.2704081632653061,1.852136752136752,0.9246031746031746,2.0,2.45,563.0,0.10531083481349911,148.225,0.4,59.29,0.16607843137254902,0.10531083481349911
ND,105,510,No,No,0,246.4,83,41.89,256.2,101,21.78,169.0,151,7.61,3.8,4,1.03,0,False,339,72.31,0.011799410029498525,0.2448377581120944,0.44542772861356933,0.29793510324483774,0.2133038348082596,0.17000811688311687,0.08501170960187354,0.04502958579881657,0.2710526315789474,2.968674698795181,2.5366336633663367,1.119205298013245,0.95,675.4,0.10706248149244893,20.66,3.5,72.31,0.2133038348082596,0.10706248149244893
NY,104,415,No,No,0,156.2,93,26.55,193.0,54,16.41,222.7,94,10.02,13.1,5,3.54,1,False,246,56.52,0.02032520325203252,0.3780487804878049,0.3821138211382114,0.21951219512195122,0.22975609756097562,0.16997439180537774,0.08502590673575129,0.044993264481365064,0.2702290076335878,1.6795698924731182,3.574074074074074,2.3691489361702125,2.62,585.0,0.09661538461538462,16.303846153846155,3.466666666666667,56.52000000000001,0.22975609756097562,0.09661538461538462
WV,13,415,No,No,0,146.4,74,24.89,148.5,92,12.62,216.7,96,9.75,11.3,3,3.05,1,False,265,50.309999999999995,0.011320754716981131,0.2792452830188679,0.3622641509433962,0.3471698113207547,0.18984905660377357,0.17001366120218578,0.08498316498316498,0.044993077988001846,0.26991150442477874,1.9783783783783784,1.6141304347826086,2.2572916666666667,3.766666666666667,522.9,0.09621342512908777,116.09999999999998,0.43333333333333335,50.309999999999995,0.18984905660377357,0.09621342512908777
WV,67,408,No,No,0,167.8,91,28.53,167.7,69,14.25,110.3,71,4.96,8.4,12,2.27,1,False,243,50.010000000000005,0.04938271604938271,0.37448559670781895,0.29218106995884774,0.2839506172839506,0.2058024691358025,0.1700238379022646,0.08497316636851521,0.04496826835902085,0.2702380952380952,1.843956043956044,2.4304347826086956,1.5535211267605633,0.7000000000000001,454.2,0.11010568031704096,22.392537313432836,2.2333333333333334,50.010000000000005,0.2058024691358025,0.11010568031704096
DC,148,415,No,Yes,11,252.9,129,42.99,284.3,88,24.17,262.8,99,11.83,12.3,1,3.32,1,False,317,82.30999999999999,0.0031545741324921135,0.4069400630914827,0.31230283911671924,0.277602523659306,0.2596529968454258,0.16998813760379597,0.08501582835033415,0.04501522070015221,0.26991869918699185,1.9604651162790698,3.2306818181818184,2.6545454545454548,12.3,812.3,0.10132955804505724,16.684459459459458,4.933333333333334,82.30999999999999,0.2596529968454258,0.10132955804505724
MN,116,510,No,No,0,201.8,82,34.31,231.5,95,19.68,226.1,130,10.17,16.5,5,4.46,0,False,312,68.61999999999999,0.016025641025641024,0.26282051282051283,0.4166666666666667,0.30448717948717946,0.2199358974358974,0.17001982160555004,0.08501079913606911,0.04498009730207873,0.2703030303030303,2.4609756097560975,2.4368421052631577,1.7392307692307691,3.3,675.9,0.10152389406716969,17.746551724137927,3.8666666666666667,68.61999999999999,0.2199358974358974,0.10152389406716969
DE,131,408,No,No,0,94.4,80,16.05,215.1,101,18.28,179.7,108,8.09,13.1,9,3.54,2,False,298,45.96,0.030201342281879196,0.2684563758389262,0.3624161073825503,0.3389261744966443,0.15422818791946308,0.17002118644067796,0.08498372849837285,0.04501947690595437,0.2702290076335878,1.1800000000000002,2.12970297029703,1.6638888888888888,1.4555555555555555,502.3,0.0914991041210432,10.525190839694657,4.366666666666666,45.96,0.15422818791946308,0.0914991041210432
VT,119,510,No,No,0,190.4,74,32.37,215.6,113,18.33,161.2,111,7.25,10.0,1,2.7,2,False,299,60.65,0.0033444816053511705,0.24749163879598662,0.3712374581939799,0.3779264214046823,0.2028428093645485,0.17001050420168065,0.08501855287569572,0.04497518610421836,0.27,2.572972972972973,1.9079646017699115,1.452252252252252,10.0,577.2,0.10507623007623007,15.289915966386554,3.966666666666667,60.65,0.2028428093645485,0.10507623007623007
NY,94,510,Yes,No,0,243.2,109,41.34,147.0,88,12.5,94.9,99,4.27,7.2,4,1.94,4,False,300,60.05,0.013333333333333334,0.36333333333333334,0.33,0.29333333333333333,0.20016666666666666,0.16998355263157897,0.08503401360544217,0.044994731296101154,0.26944444444444443,2.2311926605504584,1.6704545454545454,0.9585858585858587,1.8,492.3,0.12197846841356895,19.164893617021274,3.1333333333333333,60.04999999999999,0.20016666666666666,0.12197846841356895
TX,217,408,No,No,0,176.4,115,29.99,158.8,128,13.5,306.6,107,13.8,9.3,3,2.51,4,False,353,59.79999999999999,0.0084985835694051,0.32577903682719545,0.3031161473087819,0.3626062322946176,0.16940509915014162,0.17001133786848072,0.08501259445843828,0.04500978473581213,0.2698924731182795,1.5339130434782609,1.240625,2.8654205607476637,3.1,651.1,0.09184457072646289,8.267281105990781,7.233333333333333,59.79999999999998,0.16940509915014162,0.09184457072646289
OR,161,415,No,No,0,178.1,109,30.28,146.5,86,12.45,137.6,78,6.19,8.5,2,2.3,1,False,275,51.22,0.007272727272727273,0.39636363636363636,0.28363636363636363,0.31272727272727274,0.18625454545454545,0.17001684446939921,0.08498293515358361,0.04498546511627907,0.27058823529411763,1.6339449541284403,1.7034883720930232,1.764102564102564,4.25,470.70000000000005,0.1088166560441895,9.544099378881988,5.366666666666666,51.22,0.18625454545454545,0.1088166560441895
KS,67,408,No,No,0,201.4,101,34.24,97.6,122,8.3,202.5,119,9.11,7.0,3,1.89,0,False,345,53.540000000000006,0.008695652173913044,0.2927536231884058,0.34492753623188405,0.3536231884057971,0.15518840579710147,0.17000993048659385,0.08504098360655739,0.04498765432098765,0.26999999999999996,1.994059405940594,0.7999999999999999,1.7016806722689075,2.3333333333333335,508.5,0.10529006882989185,23.97313432835821,2.2333333333333334,53.540000000000006,0.15518840579710147,0.10529006882989185
ND,132,415,No,Yes,31,174.5,101,29.67,245.6,105,20.88,172.8,76,7.78,10.3,9,2.78,1,False,291,61.11,0.030927835051546393,0.3470790378006873,0.2611683848797251,0.36082474226804123,0.21,0.17002865329512895,0.08501628664495114,0.045023148148148145,0.2699029126213592,1.7277227722772277,2.339047619047619,2.2736842105263158,1.1444444444444446,603.2,0.10130968169761273,13.888636363636362,4.4,61.11,0.21,0.10130968169761273
PA,134,408,No,No,0,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5.0,9,1.35,1,False,393,64.75,0.022900763358778626,0.3104325699745547,0.272264631043257,0.3944020356234097,0.16475826972010177,0.16999512907939598,0.08498960498960499,0.04500279173646008,0.27,1.6827868852459018,1.5516129032258064,1.6738317757009344,0.5555555555555556,629.9,0.10279409430068265,14.496268656716417,4.466666666666667,64.75,0.16475826972010177,0.10279409430068265
NY,44,510,No,No,0,143.2,77,24.34,169.8,114,14.43,215.8,77,9.71,7.6,4,2.05,1,False,272,50.529999999999994,0.014705882352941176,0.28308823529411764,0.28308823529411764,0.41911764705882354,0.1857720588235294,0.16997206703910617,0.08498233215547703,0.04499536607970343,0.26973684210526316,1.8597402597402597,1.4894736842105265,2.8025974025974025,1.9,536.4,0.09420208799403429,34.45227272727273,1.4666666666666666,50.529999999999994,0.1857720588235294,0.09420208799403429
WY,53,415,No,Yes,27,25.9,119,4.4,206.5,96,17.55,228.1,64,10.26,6.5,7,1.76,1,False,286,33.97,0.024475524475524476,0.4160839160839161,0.22377622377622378,0.3356643356643357,0.11877622377622377,0.1698841698841699,0.08498789346246974,0.04498027181060938,0.27076923076923076,0.2176470588235294,2.1510416666666665,3.5640625,0.9285714285714286,467.0,0.07274089935760171,19.22830188679245,1.7666666666666666,33.97,0.11877622377622377,0.07274089935760171
NY,108,415,No,No,0,154.2,123,26.21,112.3,86,9.55,246.4,75,11.09,15.4,4,4.16,4,True,288,51.010000000000005,0.013888888888888888,0.4270833333333333,0.2604166666666667,0.2986111111111111,0.17711805555555557,0.16997405966277562,0.08504007123775602,0.04500811688311688,0.2701298701298701,1.2536585365853659,1.3058139534883721,3.2853333333333334,3.85,528.3,0.09655498769638465,14.169444444444446,3.6,51.010000000000005,0.17711805555555557,0.09655498769638465
ME,80,408,No,No,0,322.3,113,54.79,222.0,95,18.87,162.8,123,7.33,6.7,8,1.81,0,True,339,82.8,0.02359882005899705,0.3333333333333333,0.36283185840707965,0.28023598820059,0.24424778761061947,0.16999689730065157,0.085,0.04502457002457002,0.2701492537313433,2.852212389380531,2.336842105263158,1.3235772357723579,0.8375,713.8,0.11599887923788177,31.05,2.6666666666666665,82.8,0.24424778761061947,0.11599887923788177
SD,88,415,No,No,0,215.6,115,36.65,216.2,85,18.38,171.3,65,7.71,11.8,1,3.19,3,False,266,65.93,0.0037593984962406013,0.4323308270676692,0.24436090225563908,0.31954887218045114,0.2478571428571429,0.16999072356215214,0.08501387604070305,0.04500875656742557,0.2703389830508474,1.874782608695652,2.543529411764706,2.6353846153846154,11.8,614.8999999999999,0.10722068629045377,22.476136363636368,2.933333333333333,65.93,0.2478571428571429,0.10722068629045377
UT,82,510,Yes,No,0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35,3,False,280,64.89,0.02142857142857143,0.3607142857142857,0.30714285714285716,0.3107142857142857,0.23175,0.1700191570881226,0.08497894244267666,0.045002855511136496,0.2701612903225806,2.0673267326732674,2.4563218390804598,2.036046511627907,2.066666666666667,610.0,0.10637704918032787,23.740243902439023,2.7333333333333334,64.89,0.23175,0.10637704918032787
AK,115,415,No,No,0,245.2,105,41.68,159.0,109,13.52,229.9,74,10.35,7.2,8,1.94,0,False,296,67.49,0.02702702702702703,0.3547297297297297,0.25,0.36824324324324326,0.22800675675675675,0.1699836867862969,0.0850314465408805,0.04501957372770769,0.26944444444444443,2.335238095238095,1.4587155963302751,3.1067567567567567,0.9,641.3000000000001,0.10523935755496645,17.606086956521736,3.8333333333333335,67.49,0.22800675675675675,0.10523935755496645
RI,93,415,No,No,0,98.4,78,16.73,249.6,129,21.22,248.2,114,11.17,14.2,4,3.83,1,False,325,52.95,0.012307692307692308,0.24,0.3507692307692308,0.39692307692307693,0.16292307692307692,0.17002032520325203,0.08501602564102564,0.04500402900886382,0.26971830985915496,1.2615384615384617,1.9348837209302325,2.1771929824561402,3.55,610.4000000000001,0.08674639580602883,17.080645161290324,3.1,52.95,0.16292307692307692,0.08674639580602883
AL,72,415,No,No,0,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4,False,302,64.18,0.016556291390728478,0.3079470198675497,0.30132450331125826,0.3741721854304636,0.21251655629139074,0.17001836547291094,0.08497627833421192,0.04501642935377875,0.2701923076923077,2.341935483870968,1.6787610619469024,2.0065934065934066,2.08,600.5,0.10687760199833474,26.74166666666667,2.4,64.18,0.21251655629139074,0.10687760199833474
DE,98,415,No,Yes,29,179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46,3,False,269,57.51,0.026022304832713755,0.36059479553903345,0.2825278810408922,0.3308550185873606,0.21379182156133827,0.16998332406892716,0.08498942917547568,0.04497869750456482,0.27031249999999996,1.854639175257732,2.1258426966292134,2.1618421052631582,1.8285714285714287,546.2,0.1052911021603808,17.605102040816327,3.2666666666666666,57.51,0.21379182156133827,0.1052911021603808
ID,118,415,No,No,0,140.4,112,23.87,187.1,60,15.9,207.9,155,9.36,7.9,1,2.13,0,False,328,51.260000000000005,0.003048780487804878,0.34146341463414637,0.4725609756097561,0.18292682926829268,0.15628048780487808,0.170014245014245,0.08498129342597542,0.04502164502164502,0.26962025316455696,1.2535714285714286,3.118333333333333,1.3412903225806452,7.9,543.3,0.09434934658568012,13.03220338983051,3.933333333333333,51.260000000000005,0.15628048780487808,0.09434934658568012
MO,55,510,No,No,0,189.0,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0,False,292,57.98,0.02054794520547945,0.3424657534246575,0.2979452054794521,0.339041095890411,0.19856164383561642,0.17,0.0849789029535865,0.04498186215235792,0.27017543859649124,1.89,1.196969696969697,2.8517241379310345,2.85,572.7,0.10123974157499561,31.625454545454545,1.8333333333333333,57.98,0.19856164383561642,0.10123974157499561
IL,130,415,No,No,0,155.9,95,26.5,256.1,97,21.77,262.9,103,11.83,11.7,3,3.16,3,False,298,63.25999999999999,0.010067114093959731,0.3187919463087248,0.34563758389261745,0.32550335570469796,0.21228187919463085,0.16998075689544578,0.08500585708707535,0.044998098136173455,0.2700854700854701,1.6410526315789473,2.6402061855670107,2.552427184466019,3.9,686.6,0.092135158753277,14.598461538461537,4.333333333333333,63.25999999999999,0.21228187919463085,0.092135158753277
FL,136,408,Yes,No,0,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1,False,348,62.089999999999996,0.020114942528735632,0.3505747126436782,0.3017241379310345,0.3275862068965517,0.17841954022988504,0.16997991967871487,0.08500232883092688,0.04499668654738237,0.2703389830508474,1.6327868852459015,1.8833333333333333,1.4371428571428573,1.6857142857142857,576.5999999999999,0.10768296912937914,13.696323529411764,4.533333333333333,62.089999999999996,0.17841954022988504,0.10768296912937914
KY,107,415,No,No,0,157.1,79,26.71,162.6,124,13.82,150.0,138,6.75,12.1,6,3.27,1,False,347,50.550000000000004,0.01729106628242075,0.2276657060518732,0.3976945244956772,0.3573487031700288,0.14567723342939481,0.17001909611712288,0.08499384993849939,0.045,0.2702479338842975,1.9886075949367088,1.3112903225806452,1.0869565217391304,2.0166666666666666,481.8,0.10491905354919054,14.172897196261683,3.566666666666667,50.550000000000004,0.14567723342939481,0.10491905354919054
MI,91,415,No,No,0,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5,True,371,54.519999999999996,0.01078167115902965,0.444743935309973,0.2183288409703504,0.3261455525606469,0.14695417789757412,0.17001295336787564,0.08502673796791443,0.045018757815756566,0.2700854700854701,0.9357575757575758,1.390909090909091,2.9617283950617286,2.925,574.3000000000001,0.09493296186662022,17.973626373626374,3.033333333333333,54.519999999999996,0.14695417789757412,0.09493296186662022
NY,167,415,No,No,0,166.4,85,28.29,243.2,135,20.67,229.2,95,10.31,9.9,5,2.67,1,False,320,61.940000000000005,0.015625,0.265625,0.296875,0.421875,0.19356250000000003,0.17001201923076922,0.08499177631578948,0.0449825479930192,0.26969696969696966,1.9576470588235295,1.8014814814814815,2.4126315789473685,1.98,648.6999999999999,0.09548327424078928,11.126946107784432,5.566666666666666,61.940000000000005,0.19356250000000003,0.09548327424078928
KS,159,415,No,Yes,19,184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,3,4.56,0,False,253,62.54,0.011857707509881422,0.308300395256917,0.39920948616600793,0.28063241106719367,0.24719367588932806,0.17001629549158068,0.08498714652956299,0.044991134751773056,0.2698224852071006,2.3602564102564103,2.73943661971831,2.2336633663366334,5.633333333333333,621.1,0.10069232007728224,11.8,5.3,62.54,0.24719367588932806,0.10069232007728224
PA,122,415,No,No,0,35.1,62,5.97,180.8,89,15.37,251.6,58,11.32,12.7,2,3.43,1,False,211,36.089999999999996,0.009478672985781991,0.2938388625592417,0.27488151658767773,0.4218009478672986,0.171042654028436,0.17008547008547006,0.08501106194690264,0.04499205087440382,0.27007874015748035,0.5661290322580645,2.0314606741573034,4.337931034482758,6.35,480.2,0.07515618492294876,8.874590163934426,4.066666666666666,36.089999999999996,0.171042654028436,0.07515618492294876
MI,105,415,No,Yes,29,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10.0,5,2.7,0,False,323,67.67999999999999,0.015479876160990712,0.3498452012383901,0.32507739938080493,0.30959752321981426,0.20953560371517024,0.17001114827201783,0.08500363108206246,0.044981714750101584,0.27,1.5876106194690267,2.7539999999999996,2.3438095238095236,2.0,710.9,0.09520326346884231,19.337142857142855,3.5,67.67999999999999,0.20953560371517024,0.09520326346884231
NH,155,408,No,No,0,216.7,30,36.84,144.3,125,12.27,135.3,106,6.09,10.8,1,2.92,2,False,262,58.120000000000005,0.003816793893129771,0.11450381679389313,0.40458015267175573,0.4770992366412214,0.22183206106870232,0.17000461467466546,0.08503118503118502,0.045011086474501104,0.27037037037037037,7.223333333333333,1.1544,1.2764150943396229,10.8,507.1,0.11461250246499705,11.249032258064517,5.166666666666667,58.120000000000005,0.22183206106870232,0.11461250246499705
WA,161,415,No,No,0,151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4.0,5,1.08,1,False,277,55.61,0.018050541516245487,0.4223826714801444,0.24548736462093862,0.3140794223826715,0.20075812274368232,0.1699868073878628,0.08500455788514129,0.04499332443257677,0.27,1.2957264957264958,2.5218390804597703,3.304411764705882,0.8,599.7,0.09272969818242453,10.362111801242238,5.366666666666666,55.61000000000001,0.20075812274368232,0.09272969818242453
NY,122,415,No,No,0,173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,9.7,7,2.62,3,False,304,49.45,0.023026315789473683,0.3618421052631579,0.33881578947368424,0.27631578947368424,0.16266447368421053,0.16998847926267283,0.08495092693565975,0.045016532829475674,0.2701030927835052,1.5781818181818181,1.0916666666666668,2.0553398058252426,1.3857142857142857,486.7,0.10160262995685228,12.159836065573773,4.066666666666666,49.45,0.16266447368421053,0.10160262995685228
MD,37,415,Yes,No,0,106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,9.6,8,2.59,2,False,286,43.849999999999994,0.027972027972027972,0.26573426573426573,0.3951048951048951,0.3111888111888112,0.1533216783216783,0.16998123827392123,0.0850067842605156,0.044995759117896515,0.26979166666666665,1.4026315789473685,1.6561797752808989,2.0867256637168143,1.2,499.40000000000003,0.08780536643972765,35.55405405405405,1.2333333333333334,43.849999999999994,0.1533216783216783,0.08780536643972765
