State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,GMM_Cluster,Recency,Frequency,Monetary,High_Usage,High_Complaints,Total_Calls,Avg_Minutes_Per_Call,Intl_Usage_Ratio,Charge_Per_Minute,Day_Night_Ratio,Intl_Call_Ratio
MN,125,415,No,No,0,240.7,82,40.92,269.4,85,22.9,187.1,74,8.42,10.1,3,2.73,0,True,2,1,-1,2,0,707.3,74.97,1,0,244,2.886938775510204,0.014259494564450092,0.10584498094027955,1.279638490164806,0.012244897959183673
SC,209,510,No,No,0,255.1,124,43.37,230.6,110,19.6,218.0,69,9.81,8.5,5,2.3,3,True,2,0,-1,1,3,712.2,75.08,1,0,308,2.304854368932039,0.011918115535614133,0.10527201346045989,1.1648401826484018,0.016181229773462782
NH,116,408,No,Yes,24,183.6,138,31.21,203.8,90,17.32,166.9,89,7.51,6.0,3,1.62,2,False,1,0,-1,1,2,560.3,57.66,0,0,320,1.7454828660436135,0.010689470871191877,0.10272581507215393,1.0935080405002977,0.009345794392523364
MD,189,415,No,Yes,30,155.2,116,26.38,195.5,50,16.62,170.1,108,7.65,15.4,6,4.16,1,False,0,1,-1,0,1,536.1999999999999,54.81,0,0,280,1.9081850533807827,0.028667163067758752,0.10202903946388683,0.9070718877849211,0.021352313167259787
OK,84,510,No,No,0,203.4,125,34.58,182.9,88,15.55,213.7,121,9.62,13.8,2,3.73,1,False,0,0,-1,0,1,613.8,63.47999999999999,1,0,336,1.8213649851632046,0.02244632400780742,0.10325309043591412,0.9473684210526316,0.005934718100890208
NJ,182,415,No,No,0,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,2,True,2,1,-1,2,2,686.6,75.15,1,0,347,1.9729885057471266,0.013816172193135544,0.1092931937172775,1.2773455377574372,0.031609195402298854
HI,171,510,No,No,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0,False,2,1,-1,2,0,630.9,61.38,1,0,292,2.1532423208191127,0.016300047475866435,0.09713562272511474,0.7353738860906626,0.0034129692832764505
DE,90,415,No,No,0,198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,8.0,7,2.16,2,False,2,1,-1,0,2,716.4000000000001,69.52,1,0,311,2.2961538461538464,0.011151379983272928,0.09690549205464175,0.8125255832992222,0.022435897435897436
AL,117,510,No,No,0,158.7,84,26.98,181.7,91,15.44,177.3,67,7.98,7.7,10,2.08,2,False,0,0,-1,0,2,525.4000000000001,52.480000000000004,0,0,252,2.0766798418972336,0.014627659574468084,0.09969604863221884,0.8900729108244531,0.039525691699604744
KS,186,510,No,No,0,137.8,97,23.43,187.7,118,15.95,146.4,85,6.59,8.7,6,2.35,1,False,0,2,-1,2,1,480.59999999999997,48.32,0,0,306,1.565472312703583,0.018064784053156147,0.10033222591362127,0.9348710990502036,0.019543973941368076
AK,55,408,No,Yes,39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19,3,False,1,0,-1,1,3,572.2,52.120000000000005,0,0,323,1.7660493827160495,0.01413119330076762,0.0909281228192603,0.5628282828282829,0.0030864197530864196
WI,74,408,No,No,0,177.4,136,30.16,240.3,104,20.43,237.3,133,10.68,12.0,3,3.24,0,False,2,0,-1,2,0,667.0,64.51,1,0,376,1.7692307692307692,0.017964071856287425,0.09657185628742515,0.7444397817876626,0.007957559681697613
IN,130,408,No,No,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1,False,0,0,-1,0,1,437.8,43.69,0,0,366,1.1929155313351498,0.028714676390154965,0.09956700091157702,0.8095238095238094,0.02452316076294278
DC,80,408,No,No,0,51.5,90,8.76,164.0,98,13.94,169.4,80,7.62,9.5,4,2.57,3,False,1,0,-1,2,3,394.4,32.89,0,0,272,1.4446886446886447,0.024026302478502782,0.08318158826504805,0.3022300469483568,0.014652014652014652
MS,120,415,No,No,0,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89,1,False,1,0,-1,0,1,506.59999999999997,48.19,0,0,327,1.5445121951219511,0.021079590228526398,0.09493695823483057,0.6516575952498762,0.009146341463414634
NH,84,408,No,Yes,30,106.5,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54,2,False,1,0,-1,1,2,526.5,47.32,0,0,237,2.21218487394958,0.01080568720379147,0.08970616113744076,0.5617088607594937,0.012605042016806723
NJ,134,510,No,Yes,34,247.2,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65,2,True,2,1,-1,2,2,665.1,71.22000000000001,1,0,319,2.0784375,0.009157784116499023,0.1069208827503378,1.3198077949813132,0.015625
VT,68,415,No,No,0,158.8,119,27.0,211.8,105,18.0,198.1,101,8.91,10.3,3,2.78,1,False,0,0,-1,0,1,579.0,56.69,0,0,328,1.7598784194528876,0.017758620689655173,0.09774137931034482,0.7975891511803115,0.00911854103343465
MD,119,408,No,No,0,239.1,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94,3,True,2,1,-1,0,3,724.4,74.67999999999999,1,0,262,2.7543726235741444,0.015026192445547286,0.10295009649848359,1.0310478654592496,0.011406844106463879
KS,166,415,Yes,Yes,28,175.8,126,29.89,253.6,76,21.56,128.5,72,5.78,11.4,5,3.08,1,False,0,2,-1,2,1,569.3,60.31,0,0,279,2.0332142857142856,0.01998947922146239,0.10575135893389445,1.3575289575289575,0.017857142857142856
NH,90,415,No,Yes,42,193.3,66,32.86,263.3,85,22.38,214.4,97,9.65,11.1,4,3.0,0,False,1,0,-1,1,0,682.1,67.89,1,0,252,2.6960474308300397,0.016249451032059728,0.09938515590689503,0.8974001857010214,0.015810276679841896
AZ,82,415,No,Yes,33,137.8,95,23.43,235.5,128,20.02,268.1,70,12.06,11.0,6,2.97,2,False,1,0,-1,0,2,652.4000000000001,58.480000000000004,1,0,299,2.174666666666667,0.01683501683501683,0.08950107131925313,0.5120772946859904,0.02
ID,130,415,No,No,0,263.7,113,44.83,186.5,103,15.85,195.3,99,8.79,18.3,6,4.94,1,True,0,0,-1,0,1,663.8,74.41,1,0,321,2.0614906832298137,0.02752707581227437,0.11192839951865223,1.3433520122261842,0.018633540372670808
TX,130,408,No,No,0,252.0,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54,0,False,2,0,-1,0,0,637.1,68.26,1,0,275,2.3083333333333336,0.008932769158439116,0.10697382855351827,1.1988582302568982,0.018115942028985508
RI,155,408,Yes,No,0,163.1,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02,0,False,0,2,-1,1,0,562.4,59.88,0,0,316,1.7741324921135646,0.01987930422435215,0.10628328008519702,1.6745379876796713,0.00946372239747634
OR,81,415,No,No,0,324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,0,True,2,0,-1,2,0,761.8000000000001,87.27000000000001,1,0,213,3.55981308411215,0.017173571054011533,0.11440744625065548,1.7216330858960764,0.02336448598130841
NC,75,408,No,No,0,203.3,70,34.56,228.9,97,19.46,222.2,118,10.0,14.3,3,3.86,1,False,2,0,-1,2,1,668.7,67.88000000000001,1,0,288,2.313840830449827,0.021352844557264446,0.10135881738091683,0.9108422939068102,0.010380622837370242
NM,178,415,No,Yes,35,175.4,88,29.82,190.0,65,16.15,138.7,94,6.24,10.5,3,2.84,2,False,0,0,-1,0,2,514.5999999999999,55.05,0,0,250,2.0501992031872507,0.02036462373933282,0.10676881303335921,1.255547602004295,0.01195219123505976
SC,112,415,No,No,0,266.0,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83,2,True,2,0,-1,1,2,801.0,81.07,1,0,293,2.7244897959183674,0.01770573566084788,0.10108478802992518,0.8658854166666667,0.006802721088435374
AZ,100,510,No,No,0,78.7,98,13.38,225.6,102,19.18,150.4,106,6.77,14.0,8,3.78,0,False,0,0,-1,0,0,468.70000000000005,43.11,0,0,314,1.4879365079365081,0.029806259314456032,0.09178198850329997,0.5198150594451784,0.025396825396825397
WV,104,415,No,No,0,225.9,123,38.4,162.8,106,13.84,272.1,85,12.24,10.1,4,2.73,1,False,2,1,-1,0,1,670.9000000000001,67.21,1,0,318,2.103134796238245,0.015031998809346626,0.1000297663342759,0.8271695349688758,0.012539184952978056
NY,160,408,No,No,0,216.8,77,36.86,207.3,117,17.62,228.6,117,10.29,5.6,2,1.51,1,False,2,0,-1,1,1,658.3000000000001,66.28000000000002,1,0,313,2.0964968152866246,0.008493857121189139,0.10053086607007433,0.9442508710801395,0.006369426751592357
WV,87,415,No,No,0,58.0,125,9.86,67.5,116,5.74,185.9,136,8.37,11.5,3,3.11,0,False,1,1,-1,0,0,322.9,27.08,0,0,380,0.84750656167979,0.03550478542760111,0.08360605125038592,0.3103263777421081,0.007874015748031496
NM,81,415,No,No,0,173.2,80,29.44,236.2,94,20.08,240.2,84,10.81,11.8,6,3.19,2,False,0,0,-1,0,2,661.3999999999999,63.519999999999996,1,0,264,2.495849056603773,0.017814009661835755,0.0958937198067633,0.7180762852404643,0.022641509433962263
ME,28,415,No,No,0,236.8,102,40.26,167.1,87,14.2,280.2,115,12.61,9.7,3,2.62,3,False,2,0,-1,2,3,693.8,69.69,1,0,307,2.2525974025974023,0.013960852043753597,0.10030224525043178,0.8421052631578948,0.00974025974025974
WI,95,408,No,No,0,237.3,83,40.34,154.0,65,13.09,237.0,105,10.67,11.2,6,3.02,1,False,2,0,-1,2,1,639.5,67.12,1,0,259,2.4596153846153848,0.017486338797814208,0.10479313036690087,0.9970588235294118,0.023076923076923078
NJ,35,408,No,No,0,158.6,67,26.96,130.4,96,11.08,229.8,80,10.34,6.9,5,1.86,2,False,1,1,-1,2,2,525.6999999999999,50.239999999999995,0,0,248,2.1112449799196784,0.01310043668122271,0.09538636795139549,0.6871750433275563,0.020080321285140562
WY,134,510,No,No,0,296.0,93,50.32,226.4,117,19.24,246.8,98,11.11,12.3,10,3.32,0,True,2,1,-1,2,0,781.5,83.99,1,0,318,2.449843260188088,0.01571884984025559,0.10733546325878593,1.1945117029862793,0.03134796238244514
AR,185,415,No,Yes,19,157.3,123,26.74,257.7,94,21.9,190.4,107,8.57,9.6,6,2.59,0,False,2,0,-1,2,0,615.0,59.8,1,0,330,1.8580060422960725,0.015584415584415584,0.09707792207792207,0.8218390804597702,0.01812688821752266
PA,85,408,No,No,0,144.4,88,24.55,264.6,105,22.49,185.4,94,8.34,9.9,3,2.67,1,False,0,0,-1,0,1,604.3,58.05,1,0,290,2.076632302405498,0.01635552618536263,0.09590285808689906,0.7746781115879828,0.010309278350515464
TN,148,415,No,Yes,36,77.6,141,13.19,207.0,60,17.6,255.7,115,11.51,10.9,2,2.94,1,False,1,2,-1,1,1,551.1999999999999,45.239999999999995,0,0,318,1.727899686520376,0.01973922491850779,0.08192683810213691,0.30229840280483056,0.006269592476489028
CT,134,408,No,Yes,32,80.3,94,13.65,199.9,124,16.99,170.8,117,7.69,16.6,3,4.48,0,False,0,0,-1,1,0,467.6,42.81,0,0,338,1.3793510324483778,0.03542466922748613,0.0913572343149808,0.4674039580908032,0.008849557522123894
MA,80,408,No,Yes,36,190.3,115,32.35,256.6,78,21.81,214.9,145,9.67,3.8,4,1.03,1,False,1,0,-1,0,1,665.6,64.86,1,0,342,1.940524781341108,0.0057005700570057,0.0972997299729973,0.8814265863825845,0.011661807580174927
OH,165,510,No,No,0,209.4,67,35.6,273.8,89,23.27,150.2,88,6.76,12.8,1,3.46,0,False,0,0,-1,0,0,646.2,69.09,1,0,245,2.626829268292683,0.019777503090234856,0.10675216316440049,1.384920634920635,0.0040650406504065045
KS,65,415,No,Yes,34,208.8,119,35.5,142.1,106,12.08,214.6,87,9.66,12.5,4,3.38,4,False,2,2,-1,2,4,578.0,60.62,0,1,316,1.8233438485804416,0.02158894645941278,0.10469775474956822,0.9684601113172543,0.012618296529968454
OK,104,415,No,No,0,113.6,87,19.31,158.6,98,13.48,187.7,87,8.45,10.5,6,2.84,2,False,0,0,-1,0,2,470.4,44.08,0,0,278,1.686021505376344,0.022274077216801018,0.09350869749681799,0.6020137784843668,0.021505376344086023
UT,44,415,No,No,0,202.6,89,34.44,163.0,96,13.86,268.1,151,12.06,8.3,3,2.24,0,False,2,1,-1,0,0,642.0,62.6,1,0,339,1.888235294117647,0.012908242612752722,0.09735614307931571,0.7528799702712745,0.008823529411764706
OH,162,415,No,No,0,135.2,98,22.98,242.0,107,20.57,246.9,96,11.11,10.2,2,2.75,2,False,1,0,-1,0,2,634.3000000000001,57.41,1,0,303,2.086513157894737,0.016055406894380606,0.09036675586337162,0.54538120209762,0.006578947368421052
WA,96,415,No,No,0,276.9,105,47.07,246.9,94,20.99,254.4,107,11.45,10.3,3,2.78,1,True,2,1,-1,1,1,788.4999999999999,82.29,1,0,309,2.5435483870967737,0.013046231792273594,0.10423052564914505,1.0841816758026623,0.00967741935483871
IN,72,510,No,No,0,287.4,116,48.86,235.3,126,20.0,292.1,114,13.14,5.0,3,1.35,4,True,2,0,-1,0,4,819.8000000000001,83.35,1,1,359,2.2772222222222225,0.0060916179337231965,0.10154727095516568,0.9805527123848514,0.008333333333333333
NE,31,415,No,No,0,97.5,129,16.58,260.4,78,22.13,88.7,100,3.99,7.0,5,1.89,1,False,0,2,-1,2,1,453.59999999999997,44.589999999999996,0,0,312,1.4492012779552714,0.015398152221733394,0.09808622965244171,1.0869565217391304,0.01597444089456869
AL,72,415,No,No,0,166.5,102,28.31,261.0,103,22.19,262.7,85,11.82,13.3,5,3.59,0,False,0,0,-1,0,0,703.5,65.91,1,0,295,2.376689189189189,0.01887863733144074,0.09355571327182398,0.6313993174061434,0.016891891891891893
PA,136,408,No,No,0,102.1,75,17.36,219.5,97,18.66,73.7,92,3.32,9.8,5,2.65,0,False,0,0,-1,0,0,405.1,41.989999999999995,0,0,269,1.5003703703703704,0.0241319871952721,0.10339817778872197,1.3668005354752342,0.018518518518518517
OR,82,415,No,Yes,19,146.5,73,24.91,246.4,65,20.94,199.0,114,8.96,4.1,4,1.11,1,False,1,0,-1,2,1,596.0,55.92,1,0,256,2.3190661478599224,0.006867671691792294,0.09366834170854271,0.7325,0.01556420233463035
MN,155,408,Yes,No,0,250.8,146,42.64,152.5,105,12.96,148.1,104,6.66,10.0,5,2.7,2,False,2,1,-1,2,2,561.4,64.96000000000001,0,0,360,1.5551246537396122,0.017780938833570414,0.11550497866287342,1.682092555331992,0.013850415512465374
GA,136,415,No,No,0,163.4,83,27.78,249.3,119,21.19,249.7,90,11.24,9.8,4,2.65,7,False,1,0,-1,1,7,672.2,62.86,1,1,296,2.2632996632996636,0.014557338086749852,0.0933749257278669,0.6517750299162346,0.013468013468013467
TX,57,415,No,No,0,161.0,113,27.37,208.0,134,17.68,208.1,81,9.36,8.4,4,2.27,3,False,1,0,-1,0,3,585.5,56.68,0,0,332,1.7582582582582582,0.01432225063938619,0.09664109121909634,0.7699665231946438,0.012012012012012012
NM,112,415,No,No,0,81.6,94,13.87,268.1,112,22.79,140.8,75,6.34,8.6,18,2.32,1,False,0,0,-1,0,1,499.1000000000001,45.32,0,0,299,1.6636666666666668,0.017196560687862423,0.09062187562487502,0.5754583921015514,0.06
NC,95,408,No,No,0,128.6,115,21.86,216.2,88,18.38,255.3,96,11.49,6.3,2,1.7,6,True,1,0,-1,2,6,606.3999999999999,53.43,1,1,301,2.007947019867549,0.010372077708264737,0.08796509713533093,0.5017557549746391,0.006622516556291391
ID,113,415,No,Yes,30,183.8,102,31.25,183.4,123,15.59,235.0,52,10.58,11.6,7,3.13,0,False,1,0,-1,0,0,613.8000000000001,60.550000000000004,1,0,284,2.153684210526316,0.018867924528301883,0.09848731294729993,0.778813559322034,0.02456140350877193
WI,103,415,No,No,0,180.2,134,30.63,97.7,85,8.3,181.7,134,8.18,8.4,3,2.27,1,False,2,0,-1,2,1,467.99999999999994,49.38,0,0,356,1.310924369747899,0.017910447761194034,0.10528784648187635,0.9863163656267104,0.008403361344537815
SC,149,415,No,Yes,20,147.8,132,25.13,276.8,94,23.53,149.9,110,6.75,10.2,6,2.75,0,False,0,0,-1,1,0,584.7,58.16,0,0,342,1.7046647230320702,0.0174150589038757,0.09929998292641283,0.9794565937707091,0.01749271137026239
NV,116,408,No,No,0,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2,False,1,0,-1,1,2,518.4,47.50000000000001,0,0,254,2.032941176470588,0.015209857527916829,0.0914516750096265,0.59241452991453,0.00784313725490196
NE,95,510,No,No,0,58.2,96,9.89,202.1,126,17.18,210.5,97,9.47,10.4,5,2.81,0,False,1,2,-1,2,0,481.2,39.35,0,0,324,1.4806153846153847,0.021567814184985483,0.0816051430941518,0.275177304964539,0.015384615384615385
UT,201,510,No,No,0,212.7,72,36.16,225.2,90,19.14,195.1,99,8.78,7.0,6,1.89,1,False,2,1,-1,0,1,640.0,65.97,1,0,267,2.388059701492537,0.0109204368174727,0.10291731669266771,1.0846506884242733,0.022388059701492536
HI,150,415,No,No,0,214.0,117,36.38,192.4,89,16.35,242.6,99,10.92,7.9,4,2.13,1,False,2,1,-1,2,1,656.9,65.78,1,0,309,2.1190322580645162,0.012007903936768507,0.09998480012159904,0.8784893267651889,0.012903225806451613
MI,108,408,Yes,No,0,115.1,114,19.57,211.3,70,17.96,136.1,85,6.12,13.8,3,3.73,2,True,0,0,-1,0,2,476.3,47.379999999999995,0,0,272,1.7446886446886447,0.028912633563796357,0.09926670856903413,0.8395331874544129,0.01098901098901099
MO,101,415,Yes,No,0,156.4,116,26.59,130.4,114,11.08,207.3,109,9.33,7.3,5,1.97,1,False,1,1,-1,1,1,501.40000000000003,48.97,0,0,344,1.4533333333333334,0.014530254777070062,0.09747213375796178,0.7508401344215074,0.014492753623188406
AL,182,415,No,Yes,24,128.1,104,21.78,143.4,127,12.19,191.0,98,8.59,11.6,3,3.13,1,False,0,0,-1,0,1,474.1,45.690000000000005,0,0,332,1.4237237237237237,0.02441591243948642,0.0961692275310461,0.6671874999999999,0.009009009009009009
VT,128,408,No,No,0,227.9,130,38.74,302.6,71,25.72,191.5,82,8.62,5.5,7,1.49,1,True,2,0,-1,0,1,727.5,74.57000000000001,1,0,290,2.5,0.0075497597803706245,0.10236101578586138,1.183896103896104,0.024054982817869417
VA,113,408,No,Yes,34,44.9,63,7.63,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59,1,False,1,0,-1,2,1,360.8,30.209999999999997,0,0,266,1.351310861423221,0.03676064123825318,0.08349917081260363,0.2650531286894923,0.011235955056179775
RI,76,415,No,No,0,171.1,78,29.09,257.2,83,21.86,91.6,92,4.12,16.2,3,4.37,1,False,0,2,-1,1,1,536.1,59.44,0,0,256,2.085992217898833,0.030161981009123064,0.11066840439396759,1.8477321814254861,0.011673151750972763
MD,204,510,No,No,0,205.2,145,34.88,154.8,95,13.16,191.4,77,8.61,14.1,5,3.81,3,False,0,1,-1,0,3,565.5,60.46000000000001,0,0,322,1.7507739938080495,0.024889673433362753,0.10672550750220655,1.0665280665280665,0.015479876160990712
OH,32,415,No,Yes,31,232.8,97,39.58,183.5,111,15.6,206.8,111,9.31,13.0,2,3.51,0,False,0,0,-1,0,0,636.1,68.0,1,0,321,1.975465838509317,0.020404959974886203,0.10673363679171244,1.120307988450433,0.006211180124223602
CO,103,415,No,Yes,37,153.5,78,26.1,241.9,108,20.56,244.7,110,11.01,10.6,3,2.86,1,False,1,0,-1,1,1,650.6999999999999,60.529999999999994,1,0,299,2.1689999999999996,0.016265152677612398,0.09288015958263005,0.6247456247456248,0.01
UT,148,510,No,No,0,203.0,92,34.51,150.9,125,12.83,245.5,131,11.05,14.6,9,3.94,1,False,2,1,-1,0,1,614.0,62.33,1,0,357,1.7150837988826815,0.023739837398373983,0.10134959349593496,0.8235294117647058,0.025139664804469275
CO,57,415,No,No,0,85.9,92,14.6,193.9,127,16.48,231.5,93,10.42,10.1,2,2.73,0,False,1,0,-1,1,0,521.4,44.23,0,0,314,1.6552380952380952,0.01933384379785605,0.08466692189892802,0.3694623655913979,0.006349206349206349
KY,64,415,Yes,No,0,146.7,83,24.94,148.3,91,12.61,238.6,69,10.74,12.5,3,3.38,3,False,1,0,-1,0,3,546.1,51.67,0,0,246,2.210931174089069,0.02284774264302687,0.09444342898921586,0.6122704507512521,0.012145748987854251
DC,70,415,No,No,0,152.8,145,25.98,183.6,102,15.61,151.8,75,6.83,10.5,2,2.84,1,False,0,0,-1,2,1,498.7,51.260000000000005,0,0,324,1.5344615384615383,0.021012607564538724,0.10258154892935763,1.0,0.006153846153846154
MA,142,408,No,No,0,216.8,134,36.86,187.8,106,15.96,138.1,108,6.21,8.3,2,2.24,0,False,0,0,-1,0,0,551.0,61.27,0,0,350,1.5698005698005697,0.015036231884057972,0.1109963768115942,1.558590941768512,0.005698005698005698
AZ,88,415,No,No,0,172.8,81,29.38,193.4,90,16.44,89.6,107,4.03,12.8,5,3.46,2,False,0,0,-1,0,2,468.6000000000001,53.31,0,0,283,1.6500000000000004,0.0272572402044293,0.11352214650766608,1.9072847682119207,0.017605633802816902
IL,131,510,No,No,0,263.4,123,44.78,151.9,74,12.91,218.5,101,9.83,10.7,2,2.89,2,False,2,1,-1,0,2,644.5,70.41,1,0,300,2.1411960132890364,0.01657629744384198,0.10907823392718823,1.2,0.006644518272425249
CO,130,408,No,No,0,271.8,129,46.21,237.2,128,20.16,210.1,91,9.45,8.7,2,2.35,4,True,2,0,-1,1,4,727.8000000000001,78.17,1,1,350,2.0735042735042737,0.011937431394072447,0.10725850713501646,1.2875414495499764,0.005698005698005698
OR,166,510,No,No,0,199.6,93,33.93,214.3,99,18.22,196.8,110,8.86,7.2,5,1.94,3,False,2,0,-1,2,3,617.9000000000001,62.949999999999996,1,0,307,2.0061688311688313,0.0116335433834222,0.10171271610922603,1.0091001011122345,0.016233766233766232
MS,130,510,No,No,0,203.9,63,34.66,191.8,93,16.3,132.5,125,5.96,12.1,4,3.27,3,False,0,0,-1,0,3,540.3000000000001,60.19,0,0,285,1.8891608391608394,0.022353593201551815,0.11119527064474412,1.5273408239700375,0.013986013986013986
SC,111,510,No,No,0,78.3,119,13.31,198.2,94,16.85,248.5,94,11.18,12.1,4,3.27,1,False,1,0,-1,1,1,537.1,44.61000000000001,0,0,311,1.721474358974359,0.02248652666790559,0.08290280616985692,0.31382765531062123,0.01282051282051282
IN,100,415,No,Yes,32,125.2,123,21.28,230.9,101,19.63,192.0,106,8.64,12.6,9,3.4,3,False,0,0,-1,0,3,560.7,52.949999999999996,0,0,339,1.6491176470588236,0.0224319031511483,0.09426740252803986,0.6487046632124353,0.026470588235294117
ME,57,415,No,No,0,221.1,101,37.59,236.7,65,20.12,252.3,137,11.35,9.5,1,2.57,0,False,2,0,-1,2,0,719.5999999999999,71.63,1,0,304,2.3593442622950818,0.013183458229253401,0.09940327504857065,0.8728780102645084,0.003278688524590164
DE,139,408,No,No,0,139.0,110,23.63,132.9,93,11.3,272.0,120,12.24,12.1,1,3.27,0,False,1,1,-1,0,0,556.0,50.440000000000005,0,0,324,1.7107692307692308,0.02172351885098743,0.09055655296229803,0.5091575091575091,0.003076923076923077
OR,113,415,No,No,0,159.8,143,27.17,210.1,93,17.86,175.1,86,7.88,13.1,7,3.54,2,False,0,0,-1,2,2,558.1,56.45,0,0,329,1.6912121212121214,0.023430513324986583,0.10096583795385441,0.9074389551391255,0.021212121212121213
NJ,108,415,No,No,0,239.3,102,40.68,223.4,127,18.99,251.4,104,11.31,10.6,6,2.86,0,False,2,1,-1,2,0,724.7,73.84,1,0,339,2.1314705882352944,0.01460658674383354,0.10175003444949704,0.9480982567353408,0.01764705882352941
MT,100,415,No,No,0,113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,4,True,1,0,-1,1,4,607.4000000000001,52.03999999999999,1,1,280,2.1615658362989327,0.01923076923076923,0.08553583168967782,0.3968476357267951,0.0071174377224199285
WV,120,510,No,No,0,192.6,123,32.74,206.4,105,17.54,283.2,93,12.74,10.8,3,2.92,1,False,2,1,-1,0,1,693.0,65.94,1,0,324,2.1323076923076925,0.015561959654178675,0.09501440922190202,0.6776917663617171,0.009230769230769232
NJ,107,408,No,Yes,36,96.3,83,16.37,179.6,91,15.27,166.3,121,7.48,10.3,2,2.78,1,False,1,1,-1,2,1,452.5,41.900000000000006,0,0,297,1.5184563758389262,0.022712238147739802,0.09239250275633959,0.5756126718469814,0.006711409395973154
IN,104,408,No,No,0,280.4,127,47.67,179.4,79,15.25,150.6,77,6.78,15.2,6,4.1,5,False,0,0,-1,0,5,625.6,73.8,1,1,289,2.157241379310345,0.024257899776571973,0.11777848707309288,1.849604221635884,0.020689655172413793
NM,62,415,No,No,0,245.3,91,41.7,122.9,130,10.45,228.4,102,10.28,8.5,4,2.3,4,False,2,0,-1,0,4,605.1,64.73,1,1,327,1.8448170731707318,0.014024088434251774,0.10679755815871969,1.0693112467306016,0.012195121951219513
MT,34,415,No,Yes,14,151.5,100,25.76,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2,False,1,0,-1,1,2,610.7,58.78000000000001,1,0,351,1.734943181818182,0.017492234755599148,0.09609285597515123,0.7544820717131474,0.014204545454545454
NM,183,415,No,No,0,190.0,100,32.3,246.6,78,20.96,304.2,107,13.69,9.5,4,2.57,1,False,2,0,-1,0,1,750.3,69.52,1,0,289,2.5872413793103446,0.012644749101557301,0.09253294289897511,0.6225425950196593,0.013793103448275862
IL,123,408,No,No,0,114.8,94,19.52,150.0,104,12.75,268.6,119,12.09,9.6,4,2.59,2,False,1,1,-1,0,2,543.0000000000001,46.95,0,0,321,1.6863354037267084,0.017647058823529408,0.08630514705882351,0.42581602373887234,0.012422360248447204
IN,64,408,No,No,0,113.8,97,19.35,192.3,97,16.35,214.9,89,9.67,10.4,1,2.81,3,False,1,0,-1,0,3,531.4,48.18000000000001,0,0,284,1.8645614035087719,0.019534184823441023,0.09049586776859506,0.5270958777211672,0.0035087719298245615
ND,27,415,No,No,0,227.4,67,38.66,248.0,115,21.08,61.4,109,2.76,7.8,6,2.11,1,False,0,2,-1,2,1,544.5999999999999,64.61,0,0,297,1.8275167785234896,0.01429618768328446,0.1184200879765396,3.6442307692307696,0.020134228187919462
NH,123,408,No,No,0,224.0,99,38.08,210.7,80,17.91,231.9,75,10.44,2.1,5,0.57,0,False,2,0,-1,1,0,668.7,66.99999999999999,1,0,259,2.571923076923077,0.0031357324175003733,0.10004479617739283,0.961786174323744,0.019230769230769232
NM,84,408,No,Yes,41,153.9,102,26.16,140.7,117,11.96,217.7,101,9.8,12.8,5,3.46,1,False,0,0,-1,0,1,525.0999999999999,51.38,0,0,325,1.610736196319018,0.02432997528986885,0.09766204143698919,0.7037037037037037,0.015337423312883436
LA,91,415,No,No,0,190.5,128,32.39,205.5,103,17.47,130.7,63,5.88,13.8,5,3.73,0,False,0,0,-1,0,0,540.5,59.47,0,0,299,1.8016666666666667,0.02548476454293629,0.10982456140350877,1.446469248291572,0.016666666666666666
KY,95,510,No,No,0,157.3,116,26.74,197.5,77,16.79,128.2,111,5.77,8.4,4,2.27,2,False,0,0,-1,0,2,491.4,51.57,0,0,308,1.5902912621359222,0.017059301380991064,0.10473192526401301,1.2174922600619198,0.012944983818770227
WV,73,415,No,No,0,240.3,130,40.85,162.5,83,13.81,231.9,136,10.44,11.9,3,3.21,0,False,2,1,-1,0,0,646.6,68.31,1,0,352,1.8317280453257792,0.018375540457072268,0.1054817788758493,1.0317732932589094,0.0084985835694051
